,acc,f1_m,loss,mean_absolute_error,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_mean_absolute_error,val_precision_m,val_recall_m
0,0.2981346845626831,0.0624256357550621,2.0235234224227194,0.16596363484859467,0.23005765676498413,0.0389937199652195,0.43505674600601196,0.14084772765636444,1.6070092558860778,0.15055759251117706,0.715833306312561,0.08009616285562515
1,0.49446728825569153,0.3486778438091278,1.451187432792192,0.13352616131305695,0.6838620901107788,0.24601681530475616,0.5384615659713745,0.47986215353012085,1.2791861489415168,0.11881311237812042,0.6749403476715088,0.3777884840965271
2,0.5994309186935425,0.5344900488853455,1.1653741864588227,0.11249663680791855,0.7601292133331299,0.419077605009079,0.5851197838783264,0.5439098477363586,1.143144217133522,0.10790863633155823,0.723572313785553,0.44153842329978943
3,0.6402149796485901,0.6007439494132996,1.0399904376884597,0.10156504064798355,0.7796708941459656,0.4955976605415344,0.5800756812095642,0.5463405847549438,1.1766237378120423,0.11026416718959808,0.7190325856208801,0.4451921582221985
4,0.6813151836395264,0.6464000940322876,0.9377138458906078,0.09282340854406357,0.7941584587097168,0.5494758486747742,0.6267338991165161,0.6119035482406616,0.9923867262899876,0.09564661234617233,0.7532001733779907,0.5208654999732971
5,0.7122984528541565,0.6857583522796631,0.8568896151798796,0.0854659453034401,0.8149521350860596,0.5977987051010132,0.6469104886054993,0.6285476684570312,0.9798910178244113,0.09291505813598633,0.7605764269828796,0.540865421295166
6,0.7454947829246521,0.7206674218177795,0.7658887073430614,0.07800959050655365,0.8344724774360657,0.6398323774337769,0.6708701252937317,0.6581435799598694,0.9540180064737797,0.08541983366012573,0.7539893388748169,0.5871154069900513
7,0.7635156512260437,0.751600444316864,0.6964313363184704,0.07179266214370728,0.843673050403595,0.6815513372421265,0.6733921766281128,0.6605987548828125,0.9774409390985965,0.0822378471493721,0.7557777166366577,0.5896153450012207
8,0.7726841568946838,0.7612103223800659,0.6638552865253157,0.06800781935453415,0.8495909571647644,0.6925576329231262,0.6708701252937317,0.6761662364006042,0.9914467930793762,0.0815880224108696,0.7676852941513062,0.6078846454620361
9,0.8020866513252258,0.7923386693000793,0.5797282745104744,0.06074056029319763,0.8647053241729736,0.7343816757202148,0.6519545912742615,0.6529654264450073,1.0616133861243724,0.08253803849220276,0.7098459005355835,0.6072115302085876
10,0.8065128326416016,0.7950425148010254,0.5569840048334096,0.05971801280975342,0.8667997121810913,0.737316370010376,0.6809583902359009,0.6786707639694214,1.0186385221779346,0.07738732546567917,0.7327582240104675,0.6347115635871887
11,0.8305405974388123,0.837794840335846,0.48040004205070563,0.05211857333779335,0.894838273525238,0.7902514934539795,0.6948297619819641,0.7054086923599243,0.947566406428814,0.07385779917240143,0.7643771767616272,0.6578846573829651
12,0.8552007675170898,0.8486304879188538,0.43525352420175223,0.048156168311834335,0.8985269665718079,0.8060795068740845,0.6998739242553711,0.6946153044700623,0.9774107180535794,0.07146896421909332,0.7517400979995728,0.6478845477104187
13,0.8744862675666809,0.8661867380142212,0.39231458410604203,0.04421357065439224,0.9110928773880005,0.827673077583313,0.6784363389015198,0.6683021783828735,1.079204612225294,0.07839575409889221,0.7189388275146484,0.6272115111351013
14,0.8896617293357849,0.8858746290206909,0.338922369397218,0.03908540681004524,0.9263802766799927,0.8507338166236877,0.6998739242553711,0.700271725654602,1.0789359152317046,0.06986803561449051,0.7402899861335754,0.6666346192359924
15,0.8950363397598267,0.8949864506721497,0.31009553709466964,0.03627188131213188,0.924924910068512,0.8682389855384827,0.7087011337280273,0.7086551785469055,1.0056814223527908,0.0695991963148117,0.7567530870437622,0.6678846478462219
16,0.92412269115448,0.9191945195198059,0.24914952512410032,0.030256785452365875,0.9446393847465515,0.8965407013893127,0.7023959755897522,0.7009335160255432,1.0803114742040634,0.07004429399967194,0.7361116409301758,0.6703846454620361
17,0.9190641641616821,0.9156444072723389,0.25500363270730636,0.03033030964434147,0.9384719729423523,0.8950731754302979,0.7137452960014343,0.7075208425521851,1.0513442672789097,0.06843619793653488,0.751839280128479,0.6703845858573914
18,0.9487828016281128,0.9464334845542908,0.17685625871182326,0.023055359721183777,0.9645967483520508,0.9298741817474365,0.7162673473358154,0.7123199105262756,1.1914201810956002,0.06392882019281387,0.7372441291809082,0.6903846263885498
19,0.9465697407722473,0.944753885269165,0.1752791220426484,0.02207006700336933,0.9591366052627563,0.931865394115448,0.7250945568084717,0.724696695804596,1.1625533431768418,0.0632486566901207,0.7463068962097168,0.7053846716880798
20,0.9585835933685303,0.9588773846626282,0.1444415564245715,0.01854783482849598,0.9680564403533936,0.9503137469291687,0.6796973347663879,0.6784894466400146,1.3504073537886143,0.06973286718130112,0.6994404196739197,0.659711480140686
21,0.9588997960090637,0.9596914649009705,0.13972864907271418,0.017951661720871925,0.9709993004798889,0.9493703842163086,0.7200504541397095,0.7202085852622986,1.2619332425296306,0.06322702765464783,0.7408867478370667,0.7016345858573914
22,0.9709137082099915,0.969717264175415,0.10919579235810953,0.014536677859723568,0.9763593077659607,0.9635213017463684,0.7099621891975403,0.7144910097122192,1.3189107380807399,0.06441903114318848,0.7338880896568298,0.6972114443778992
23,0.9822952747344971,0.9798656105995178,0.07633011002184684,0.010937169194221497,0.9845080971717834,0.9754711389541626,0.7099621891975403,0.7070885896682739,1.4555442363023758,0.06284991651773453,0.7270104289054871,0.6891346573829651
24,0.9867214560508728,0.9853789806365967,0.05876905016172377,0.008660768158733845,0.9882265329360962,0.9827041029930115,0.6910466551780701,0.6898730397224426,1.5612639680504798,0.06831226497888565,0.7074620127677917,0.6740383505821228
