,acc,f1_m,loss,mean_absolute_error,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_mean_absolute_error,val_precision_m,val_recall_m
0,0.0697803720831871,0.0037037034053355455,3.3229845680393773,0.05793166905641556,0.03888888657093048,0.0019444446079432964,0.1582491546869278,0.03934583440423012,3.0294493622250025,0.05474422499537468,0.3222222328186035,0.02111111395061016
1,0.2549346685409546,0.09432556480169296,2.520953285584756,0.05183416232466698,0.5332804322242737,0.05361112952232361,0.3086419701576233,0.1968764215707779,2.3145097547107274,0.04864265024662018,0.6276190280914307,0.11979798972606659
2,0.3894912302494049,0.2312573790550232,2.0380537207006646,0.04607542231678963,0.7135403752326965,0.14348042011260986,0.3872053921222687,0.2617976665496826,1.980604018105401,0.04470799118280411,0.6329452991485596,0.16939395666122437
3,0.47067001461982727,0.3693944811820984,1.7172090823961226,0.04116220772266388,0.737513542175293,0.25259801745414734,0.4915824830532074,0.3829513490200043,1.6714350567923653,0.04030516371130943,0.7530695796012878,0.26363638043403625
4,0.5268279314041138,0.44902321696281433,1.4968597503513106,0.03740943968296051,0.7268050312995911,0.33084970712661743,0.49494948983192444,0.4111073315143585,1.630447096294827,0.03901112452149391,0.7066465020179749,0.2949495017528534
5,0.5879899859428406,0.5330988764762878,1.2836104065370388,0.03356903791427612,0.7585284113883972,0.41738563776016235,0.5207631587982178,0.4999655485153198,1.4885601692729526,0.035055551677942276,0.6688344478607178,0.4043434262275696
6,0.6341395378112793,0.5948442816734314,1.1340411921027371,0.030376551672816277,0.7862217426300049,0.4848366975784302,0.5622895359992981,0.5381758213043213,1.4250096016459994,0.0334160216152668,0.7064095139503479,0.43858587741851807
7,0.6755629777908325,0.6489498615264893,1.0045069733493224,0.027543848380446434,0.7957022786140442,0.5535458326339722,0.5959596037864685,0.5963941216468811,1.3198850327067906,0.03052685596048832,0.7363067865371704,0.5056565999984741
8,0.7055879831314087,0.6949199438095093,0.8831993701691955,0.02491247095167637,0.814829409122467,0.6091505885124207,0.6206509470939636,0.5974515676498413,1.234353318479326,0.02858101949095726,0.7142912149429321,0.5191919207572937
9,0.7364470362663269,0.7234816551208496,0.7824247512580091,0.022524788975715637,0.8237418532371521,0.6491013169288635,0.6610549688339233,0.6509701013565063,1.1036968204710218,0.02639017626643181,0.7706859111785889,0.5674747824668884
10,0.7461773753166199,0.7395312786102295,0.7674832088369975,0.021828051656484604,0.8386825323104858,0.665032684803009,0.6632996797561646,0.6605837345123291,1.0780250191688538,0.02601909264922142,0.7610379457473755,0.5863636136054993
11,0.7823185920715332,0.7756108045578003,0.6518590826109313,0.019170554354786873,0.8480044603347778,0.7173038721084595,0.680134654045105,0.6702771186828613,1.0535717460844252,0.024715188890695572,0.7531000971794128,0.6065656542778015
12,0.812065601348877,0.8072043657302856,0.5756839394469973,0.017297161743044853,0.8672277927398682,0.757810652256012,0.6430976390838623,0.6480674147605896,1.243596076965332,0.02491842582821846,0.7137266993522644,0.5954545736312866
13,0.8187378644943237,0.8094486594200134,0.5530350594875844,0.016491534188389778,0.8672990798950195,0.7614705562591553,0.7070707082748413,0.707704484462738,1.0347367313173081,0.0225148256868124,0.7756181359291077,0.6530303955078125
14,0.8309702277183533,0.8247660398483276,0.5003674869690466,0.01537502370774746,0.8779379725456238,0.7803103923797607,0.6924803853034973,0.6965361833572388,1.0572740018367768,0.022400634363293648,0.7620905637741089,0.6439393162727356
15,0.8504309058189392,0.8463549017906189,0.4305563779764783,0.013744665309786797,0.8874148726463318,0.8113236427307129,0.6992143392562866,0.7092369794845581,1.036509257555008,0.021058693528175354,0.7528491616249084,0.6719192266464233
16,0.857103168964386,0.8534927368164062,0.41238577008114813,0.012929614633321762,0.8914520144462585,0.8207842707633972,0.6924803853034973,0.6932818293571472,1.0480823089679083,0.021309180185198784,0.7354397177696228,0.6576767563819885
17,0.8721156716346741,0.869911253452301,0.37035486010137053,0.011786654591560364,0.9047648906707764,0.839117705821991,0.6891133785247803,0.6814087629318237,1.180869428979026,0.0218700859695673,0.7256448268890381,0.644343376159668
18,0.8782318830490112,0.8783204555511475,0.35855667739650887,0.011244487017393112,0.9040845036506653,0.8551798462867737,0.7205387353897095,0.7154346704483032,1.0605290551980338,0.020206201821565628,0.7516204118728638,0.6843436360359192
19,0.890742301940918,0.8945916295051575,0.30868376889244065,0.010076187551021576,0.9201738238334656,0.8714703917503357,0.711560070514679,0.7187267541885376,1.0707138932413525,0.019890565425157547,0.7525238990783691,0.6892929077148438
20,0.9043647646903992,0.9033299088478088,0.2702316160140052,0.008917247876524925,0.9222331643104553,0.8862911462783813,0.7171717286109924,0.7231066226959229,1.063286445538203,0.019415881484746933,0.7500430345535278,0.6992929577827454
21,0.9190992712974548,0.9205425977706909,0.23866351515009132,0.008081789128482342,0.9373169541358948,0.9051793217658997,0.6913580298423767,0.6932937502861023,1.275734794139862,0.02053636498749256,0.7228532433509827,0.6672726273536682
22,0.9129830598831177,0.9124482870101929,0.2547401478962001,0.008190497756004333,0.928068220615387,0.8982353210449219,0.6924803853034973,0.6937833428382874,1.2547159439987607,0.021099697798490524,0.7198110818862915,0.6708080172538757
23,0.9291076064109802,0.9321540594100952,0.20871058665267753,0.007036831695586443,0.9465745091438293,0.918839156627655,0.7530864477157593,0.7543836236000061,1.0726791706350114,0.017539242282509804,0.7794480919837952,0.7319191694259644
24,0.9421740174293518,0.9409593939781189,0.17938157636257993,0.006105855107307434,0.9519241452217102,0.930783748626709,0.7014590501785278,0.706331193447113,1.3844908863306045,0.019762909039855003,0.7273312211036682,0.6872727870941162
